pref_code,pref_name,muni_code,muni_name,muni_type,tri
08,茨城県,08210,下妻市,市,1.9204839305242491
08,茨城県,08211,常総市,市,2.310015206811753
08,茨城県,08212,常陸太田市,市,26.451187873993835
08,茨城県,08214,高萩市,市,27.73339152615123
08,茨城県,08215,北茨城市,市,27.27760854866091
08,茨城県,08216,笠間市,市,17.88623990145884
08,茨城県,08217,取手市,市,2.298923012078951
08,茨城県,08219,牛久市,市,4.795556110072008
08,茨城県,08220,つくば市,市,8.38114471784348
08,茨城県,08221,ひたちなか市,市,3.256394216467568
08,茨城県,08222,鹿嶋市,市,5.004166113095735
08,茨城県,08223,潮来市,市,3.981817530800234
08,茨城県,08224,守谷市,市,2.864229002920423
08,茨城県,08225,常陸大宮市,市,23.318593353495213
08,茨城県,08226,那珂市,市,4.702912597046829
08,茨城県,08227,筑西市,市,2.2926011084488334
08,茨城県,08228,坂東市,市,2.652963914160312
08,茨城県,08229,稲敷市,市,3.084054136546746
08,茨城県,08230,かすみがうら市,市,5.683567240621699
08,茨城県,08231,桜川市,市,24.70524461603166
08,茨城県,08232,神栖市,市,1.1279899205506878
08,茨城県,08233,行方市,市,4.347935071050023
08,茨城県,08234,鉾田市,市,4.262602377750235
08,茨城県,08235,つくばみらい市,市,2.1591527399356183
08,茨城県,08236,小美玉市,市,3.5870565091609046
08,茨城県,08302,茨城町,町,4.640908776152163
08,茨城県,08309,大洗町,町,6.054816745103477
08,茨城県,08310,城里町,町,18.311262059181054
08,茨城県,08341,東海村,村,4.416967676948021
08,茨城県,08364,大子町,町,35.4457868181311
08,茨城県,08442,美浦村,村,2.515991068327355
08,茨城県,08443,阿見町,町,3.499888413970503
08,茨城県,08447,河内町,町,0.6934842025046425
08,茨城県,08521,八千代町,町,1.973682891204632
08,茨城県,08542,五霞町,町,1.4142408667509225
08,茨城県,08546,境町,町,2.051264546387033
08,茨城県,08564,利根町,町,2.5239578283004893
09,栃木県,09201,宇都宮市,市,9.915189981143996
09,栃木県,09202,足利市,市,26.041675484103703
09,栃木県,09203,栃木市,市,15.767309929538483
09,栃木県,09204,佐野市,市,40.199739071880536
09,栃木県,09205,鹿沼市,市,44.97127197962772
09,栃木県,09206,日光市,市,64.95181245526443
09,栃木県,09208,小山市,市,1.9208331240147258
09,栃木県,09209,真岡市,市,4.543513986877156
09,栃木県,09210,大田原市,市,16.89462699070115
09,栃木県,09211,矢板市,市,20.794509198106063
09,栃木県,09213,那須塩原市,市,48.18786138093066
09,栃木県,09214,さくら市,市,8.288716998165235
09,栃木県,09215,那須烏山市,市,18.05841653664929
09,栃木県,09216,下野市,市,2.0427867978399696
09,栃木県,09301,上三川町,町,1.7852506931968024
09,栃木県,09342,益子町,町,17.81114350404891
09,栃木県,09343,茂木町,町,22.8248133814072
09,栃木県,09344,市貝町,町,9.235418753469162
09,栃木県,09345,芳賀町,町,4.3954151100691
09,栃木県,09361,壬生町,町,2.7822468626844223
09,栃木県,09364,野木町,町,2.1909773908181878
09,栃木県,09384,塩谷町,町,30.02362384523561
09,栃木県,09386,高根沢町,町,4.254099417290862
09,栃木県,09407,那須町,町,22.445784193557856
09,栃木県,09411,那珂川町,町,22.549783301871177
10,群馬県,10201,前橋市,市,17.092629903967733
10,群馬県,10202,高崎市,市,26.06251241385102
10,群馬県,10203,桐生市,市,45.401933962689384
10,群馬県,10204,伊勢崎市,市,2.0386313130938434
10,群馬県,10205,太田市,市,4.359842060265151
10,群馬県,10206,沼田市,市,57.597864764247554
10,群馬県,10207,館林市,市,1.1897200205494005
10,群馬県,10208,渋川市,市,35.31555460504767
10,群馬県,10209,藤岡市,市,46.275831003220404
10,群馬県,10210,富岡市,市,27.951789248286392
10,群馬県,10211,安中市,市,38.86715091032531
10,群馬県,10212,みどり市,市,56.24627566282691
10,群馬県,10344,榛東村,村,25.717952399238122
10,群馬県,10345,吉岡町,町,14.458004486333504
10,群馬県,10366,上野村,村,78.94829356483645
10,群馬県,10367,神流町,町,79.97839648194527
10,群馬県,10382,下仁田町,町,64.81277920735047
10,群馬県,10383,南牧村,村,76.30817265414343
10,群馬県,10384,甘楽町,町,46.57698534517181
10,群馬県,10421,中之条町,町,58.7014826119607
10,群馬県,10424,長野原町,町,40.63016312131166
10,群馬県,10425,嬬恋村,村,43.58067599284153
10,群馬県,10426,草津町,町,40.78430887077361
10,群馬県,10428,高山村,村,38.963262542926536
10,群馬県,10429,東吾妻町,町,42.23127951814959
10,群馬県,10443,片品村,村,64.78996103910477
10,群馬県,10444,川場村,村,53.15541625008187
10,群馬県,10448,昭和村,村,25.80063571511287
10,群馬県,10449,みなかみ町,町,75.90771378981812
10,群馬県,10464,玉村町,町,1.5028697461120388
10,群馬県,10521,板倉町,町,1.3088801887232027
10,群馬県,10522,明和町,町,1.1324655064015832
10,群馬県,10523,千代田町,町,1.5257072877749127
10,群馬県,10524,大泉町,町,1.7379480316104277
10,群馬県,10525,邑楽町,町,1.3031320798361907
11,埼玉県,11101,さいたま市,市,1.3914704368251514
11,埼玉県,11102,さいたま市,市,1.841088226345338
11,埼玉県,11103,さいたま市,市,1.9271446959414011
11,埼玉県,11104,さいたま市,市,2.069826091790438
11,埼玉県,11105,さいたま市,市,2.2728790074402796
11,埼玉県,11106,さいたま市,市,1.3903964623317195
11,埼玉県,11107,さいたま市,市,1.7966021450973115
11,埼玉県,11108,さいたま市,市,1.5672220840998923
11,埼玉県,11109,さいたま市,市,2.6017239020913494
11,埼玉県,11110,さいたま市,市,1.5610719155757795
11,埼玉県,11201,川越市,市,1.8543763763955152
11,埼玉県,11202,熊谷市,市,1.8371345753484747
11,埼玉県,11203,川口市,市,1.6491950248947507
11,埼玉県,11206,行田市,市,0.8120929588344468
11,埼玉県,11207,秩父市,市,84.3067202880651
11,埼玉県,11208,所沢市,市,4.684698653893608
11,埼玉県,11209,飯能市,市,48.27274926673927
11,埼玉県,11210,加須市,市,0.9128470026678261
11,埼玉県,11211,本庄市,市,16.519631448490387
11,埼玉県,11212,東松山市,市,5.821605341110498
11,埼玉県,11214,春日部市,市,1.0221019774818336
11,埼玉県,11215,狭山市,市,3.8096139931745703
11,埼玉県,11216,羽生市,市,0.9720215582744717
11,埼玉県,11217,鴻巣市,市,1.1300867264419443
11,埼玉県,11218,深谷市,市,2.490113401306898
11,埼玉県,11219,上尾市,市,1.7321213870982282
11,埼玉県,11221,草加市,市,0.644331192525233
11,埼玉県,11222,越谷市,市,0.8043453477317547
11,埼玉県,11223,蕨市,市,0.6824561548847717
11,埼玉県,11224,戸田市,市,1.210560383212999
11,埼玉県,11225,入間市,市,7.418595517345895
11,埼玉県,11227,朝霞市,市,3.6626156451474885
