year,경찰서,살인,강도,절도,폭력,total,lat,lon,tri,province,pop,density,elevation,grdp_per_capita,median_age,young_male_ratio
2021,제주동부서,6,3,1025,1882,2916,33.5028151,126.5360159,212.51243864151616,제주,225333.3333333333,365.4054054054054,65.0,28.5,42.5,0.118
2021,제주서부서,9,5,1160,1856,3030,33.4737656,126.4058286,227.91104679427443,제주,225333.3333333333,365.4054054054054,50.0,28.5,42.5,0.118
2022,서울중부서,1,3,910,1026,1940,37.563626,126.9898061,197.5911741708568,서울,127000.0,12751.0,57.0,125.0,47.2,0.105
2022,서울종로서,2,5,723,847,1577,37.5755363,126.9848812,223.4923501602416,서울,143000.0,5981.0,41.0,98.0,46.5,0.108
2022,서울남대문서,0,2,455,480,937,37.5490098,126.9685671,165.8704076812609,서울,127000.0,12751.0,39.0,125.0,47.2,0.105
2022,서울서대문서,5,6,1114,1092,2217,37.5490098,126.9685671,165.8704076812609,서울,302000.0,17149.0,39.0,47.2,43.5,0.128
2022,서울혜화서,0,3,590,740,1333,37.5784461,127.013384,236.81538822914493,서울,143000.0,5981.0,62.0,98.0,46.5,0.108
2022,서울용산서,5,7,978,1697,2687,37.5491151,126.9784616,150.9268583394046,서울,222000.0,10151.0,50.0,52.0,44.8,0.118
2022,서울성북서,1,0,540,732,1273,37.5897183,127.0162484,248.9368541101422,서울,420000.0,17094.0,36.0,32.0,43.5,0.125
2022,서울동대문서,4,2,1556,1566,3128,37.5851376,127.0457718,228.9470505707563,서울,335000.0,23575.0,40.0,35.0,44.2,0.122
2022,서울마포서,2,2,1451,2205,3660,37.564346,126.908555,148.20619764434454,서울,369000.0,15479.0,25.0,48.0,41.2,0.142
2022,서울영등포서,5,10,2062,2415,4492,37.5135448,126.8976623,144.71113800938326,서울,375000.0,15275.0,21.0,65.0,43.8,0.122
2022,서울성동서,2,2,979,1086,2069,37.561716,127.036215,187.3297511284865,서울,289000.0,17151.0,29.0,45.0,42.5,0.128
2022,서울동작서,2,5,1195,1321,2523,37.5131206,126.9427972,180.41711044325683,서울,380000.0,23242.0,28.0,35.0,42.5,0.128
2022,서울광진서,6,0,1670,1713,3389,37.5428639,127.0838896,173.9370039164907,서울,336000.0,19695.0,29.0,38.0,40.8,0.138
2022,서울서부서,2,2,726,908,1638,37.6020381,126.9212474,223.2793619880792,서울,462000.0,15549.0,26.0,47.2,43.5,0.128
2022,서울강북서,5,5,872,1773,2655,37.616303,127.0303,353.6293818244432,서울,296000.0,12542.0,36.0,25.0,46.2,0.108
2022,서울금천서,2,3,1118,1327,2450,37.4571667,126.896652,175.5483103434138,서울,224000.0,17218.0,28.0,48.0,44.5,0.118
2022,서울중랑서,2,2,1508,1937,3449,37.6185399,127.1044858,210.2562659693244,서울,381000.0,20595.0,48.0,28.0,44.8,0.118
2022,서울강남서,6,9,1565,2494,4074,37.509338,127.0670851,175.9560659247199,서울,524000.0,13249.0,27.0,95.0,42.8,0.128
2022,서울관악서,10,9,1966,2567,4552,37.4744307,126.9512477,204.19495812018664,서울,480000.0,16233.0,86.0,28.0,39.8,0.148
2022,서울강서서,3,7,1991,2401,4402,37.5623742,126.8083173,68.0501696679672,서울,565000.0,13638.0,17.0,47.2,43.5,0.128
2022,서울강동서,5,5,1672,1872,3554,37.5298016,127.1243425,214.27634921428736,서울,440000.0,17893.0,26.0,35.0,42.2,0.128
2022,서울종암서,2,1,603,712,1318,37.6099756,127.0514688,255.8185167732829,서울,420000.0,17094.0,30.0,32.0,43.5,0.125
2022,서울구로서,11,8,1565,2056,3640,37.494911,126.8866503,161.30605696059283,서울,394000.0,19582.0,21.0,42.0,43.2,0.125
2022,서울서초서,2,3,1616,1710,3331,37.4955822,127.0053169,200.0576470308616,서울,407000.0,8665.0,53.0,47.2,43.5,0.128
2022,서울양천서,2,3,1474,1576,3055,37.5166702,126.8656467,110.57174941321227,서울,430000.0,24713.0,18.0,32.0,43.5,0.122
2022,서울송파서,2,5,2201,2669,4877,37.5020332,127.1270483,237.83270658364023,서울,653000.0,19278.0,41.0,52.0,41.5,0.132
2022,서울노원서,3,3,1504,2206,3716,37.6423826,127.0714121,318.26239099226154,서울,498000.0,14051.0,38.0,24.0,44.2,0.118
2022,서울방배서,1,0,305,391,697,37.4813806,126.9829974,221.68128114076703,서울,407000.0,8665.0,21.0,85.0,43.2,0.125
2022,서울은평서,2,3,771,897,1673,37.6283978,126.9284728,289.4387970874776,서울,462000.0,15549.0,65.0,28.0,45.5,0.112
2022,서울도봉서,3,0,969,1099,2071,37.653659,127.0525779,392.94086000708586,서울,310000.0,14976.0,33.0,26.0,45.8,0.105
2022,서울수서서,6,2,930,1268,2206,37.4935909,127.0771583,211.25146987236965,서울,524000.0,13249.0,22.0,47.2,43.5,0.128
2022,부산중부서,0,5,609,686,1300,35.1072303,129.0358104,211.5009703085985,부산,41000.0,14539.0,24.0,85.0,49.5,0.092
2022,부산동래서,1,1,900,1157,2059,35.1299725,129.0492088,301.46180236591255,부산,263000.0,15824.0,12.0,35.0,45.8,0.112
2022,부산영도서,3,2,365,598,968,35.093763,129.0366899,258.5032712831074,부산,103000.0,7290.0,6.0,32.0,52.8,0.078
2022,부산동부서,1,3,560,695,1259,35.1299725,129.0492088,301.46180236591255,부산,81000.0,8325.0,12.0,42.0,50.2,0.088
2022,부산진서,7,5,2345,2790,5147,35.1628,129.0542,398.15766423969,부산,347000.0,11684.0,24.0,45.0,46.2,0.108
2022,부산서부서,3,1,551,533,1088,35.107429,129.018802,226.917363500233,부산,101000.0,7271.0,27.0,29.8,46.8,0.108
2022,부산남부서,4,3,1069,1714,2790,35.1530548,129.0896248,328.72954012843485,부산,259000.0,9660.0,110.0,38.0,47.5,0.102
2022,부산해운대서,4,9,1553,1763,3329,35.1631,129.1635,205.2653246273656,부산,399000.0,7756.0,11.0,42.0,43.5,0.125
2022,부산사상서,6,1,995,1212,2214,35.1525,128.9831,260.52682366864786,부산,203000.0,5630.0,5.0,45.0,46.2,0.108
2022,부산금정서,4,5,817,868,1694,35.243,129.0919,521.3686039413033,부산,226000.0,3468.0,24.0,28.0,45.2,0.118
2022,부산사하서,6,4,828,1333,2171,35.0856519,128.9783168,137.25565729308963,부산,293000.0,7034.0,12.0,32.0,46.8,0.105
2022,부산연제서,2,2,975,1550,2529,35.182575,129.1045776,425.3693863197201,부산,199000.0,16473.0,36.0,35.0,44.5,0.118
2022,부산강서서,5,1,416,563,985,35.1164699,128.9062654,162.49684889089667,부산,137000.0,755.0,7.0,29.8,46.8,0.108
2022,부산북부서,3,1,1079,1019,2102,35.2301141,129.0093531,451.20972646680303,부산,282000.0,7363.0,17.0,28.0,44.8,0.115
2022,부산기장서,2,1,626,728,1357,35.2447,129.2225,227.74489694523032,부산,192000.0,880.0,31.0,38.0,43.8,0.122
2022,대구중부서,5,3,1215,1078,2301,35.8718293,128.5904944,276.65847434628535,대구,213909.0909090909,2664.779161947905,47.0,26.5,45.2,0.112
2022,대구동부서,4,8,1132,1562,2706,35.873552,128.720647,346.8277116592932,대구,213909.0909090909,2664.779161947905,55.0,26.5,45.2,0.112
2022,대구서부서,1,2,1280,1431,2714,35.871516,128.5582208,236.4714407095362,대구,213909.0909090909,2664.779161947905,33.0,26.5,45.2,0.112
2022,대구남부서,1,6,693,860,1560,35.8429297,128.5835917,336.7933285862411,대구,213909.0909090909,2664.779161947905,81.0,26.5,45.2,0.112
2022,대구북부서,1,7,953,847,1808,35.8861304,128.5829092,264.48238015224024,대구,213909.0909090909,2664.779161947905,32.0,26.5,45.2,0.112
2022,대구수성서,5,1,1171,1566,2743,35.8581928,128.6317649,370.573929120097,대구,213909.0909090909,2664.779161947905,59.0,26.5,45.2,0.112
2022,대구달서서,3,2,1032,986,2023,35.8285,128.5328,321.6088435923253,대구,213909.0909090909,2664.779161947905,51.0,26.5,45.2,0.112
2022,대구성서서,3,0,992,1281,2276,35.853031,128.508901,239.63792626375127,대구,213909.0909090909,2664.779161947905,38.0,26.5,45.2,0.112
2022,대구달성서,2,0,747,790,1539,35.853031,128.508901,239.63792626375127,대구,213909.0909090909,2664.779161947905,38.0,26.5,45.2,0.112
2022,대구강북서,5,2,572,949,1528,35.943408,128.5656383,292.1299794697976,대구,213909.0909090909,2664.779161947905,45.0,26.5,45.2,0.112
2022,인천중부서,6,3,680,1367,2056,37.5306712,126.3387889,43.23144476746159,인천,298900.0,2811.8532455315144,9.0,31.2,42.8,0.125
2022,인천미추홀서,12,9,1469,2380,3870,37.4427187,126.6536509,52.662867998139646,인천,298900.0,2811.8532455315144,10.0,31.2,42.8,0.125
2022,인천남동서,4,5,772,1551,2332,37.4418873,126.7074578,66.6015050305295,인천,298900.0,2811.8532455315144,16.0,31.2,42.8,0.125
2022,인천부평서,2,2,981,1510,2495,37.5081882,126.7191237,127.92429617937304,인천,298900.0,2811.8532455315144,14.0,31.2,42.8,0.125
2022,인천서부서,8,4,1312,2876,4200,37.5444258,126.6784138,86.74025431092818,인천,298900.0,2811.8532455315144,35.0,31.2,42.8,0.125
2022,인천계양서,4,2,735,1271,2012,37.5375,126.7375,108.16332744290212,인천,298900.0,2811.8532455315144,9.0,31.2,42.8,0.125
2022,인천강화서,3,0,175,339,517,37.747,126.4878,231.71184512167807,인천,298900.0,2811.8532455315144,15.0,31.2,42.8,0.125
2022,인천연수서,2,1,1226,1370,2599,37.4103056,126.6807106,65.08103603249323,인천,298900.0,2811.8532455315144,15.0,31.2,42.8,0.125
2022,인천삼산서,4,3,999,1654,2660,37.5110261,126.7323711,119.6635862148686,인천,298900.0,2811.8532455315144,13.0,31.2,42.8,0.125
2022,인천논현서,5,1,544,958,1508,37.4036421,126.7154145,84.42063923352931,인천,298900.0,2811.8532455315144,15.0,31.2,42.8,0.125
2022,광주동부서,0,2,610,736,1348,35.1492,126.9198514,300.8896469215418,광주,286200.0,2856.2874251497005,52.0,28.4,42.5,0.127
2022,광주서부서,0,2,1123,1476,2601,35.1508087,126.8420112,130.29734357836753,광주,286200.0,2856.2874251497005,18.0,28.4,42.5,0.127
2022,광주북부서,0,2,1614,1643,3259,35.1866434,126.8989923,197.0499112533593,광주,286200.0,2856.2874251497005,40.0,28.4,42.5,0.127
2022,광주광산서,3,1,1299,1632,2935,35.1395,126.7942,123.81343380920508,광주,286200.0,2856.2874251497005,21.0,28.4,42.5,0.127
2022,광주남부서,0,3,561,796,1360,35.1228351,126.9205298,344.1430821708073,광주,286200.0,2856.2874251497005,84.0,28.4,42.5,0.127
2022,대전중부서,8,3,1046,1399,2456,36.326847,127.423574,252.82995085099867,대전,240666.66666666663,2674.074074074074,58.0,32.1,42.1,0.131
2022,대전동부서,2,7,1252,1225,2486,36.3216751,127.440735,288.41228802902737,대전,240666.66666666663,2674.074074074074,60.0,32.1,42.1,0.131
2022,대전서부서,1,2,1024,1281,2308,36.3086937,127.3729363,218.75056285073447,대전,240666.66666666663,2674.074074074074,77.0,32.1,42.1,0.131
2022,대전대덕서,3,1,551,940,1495,36.3715359,127.4293652,261.6052107236299,대전,240666.66666666663,2674.074074074074,67.0,32.1,42.1,0.131
2022,대전둔산서,0,2,847,1322,2171,36.3582634,127.3804995,218.9177296657289,대전,240666.66666666663,2674.074074074074,59.0,32.1,42.1,0.131
2022,대전유성서,3,2,1313,1591,2909,36.3622,127.3561,229.9302394142457,대전,240666.66666666663,2674.074074074074,53.0,32.1,42.1,0.131
2022,울산남부서,4,6,987,1793,2790,35.535256,129.310444,178.46910514000945,울산,220000.0,1035.7815442561205,24.0,58.3,43.8,0.121
2022,울산중부서,2,2,664,887,1555,35.569183,129.349743,241.8856621691592,울산,220000.0,1035.7815442561205,11.0,58.3,43.8,0.121
2022,울산울주서,5,1,551,814,1371,35.5694014,129.242581,236.30484545179127,울산,220000.0,1035.7815442561205,28.0,58.3,43.8,0.121
2022,울산동부서,0,0,489,734,1223,35.5085372,129.4287779,97.46196035040676,울산,220000.0,1035.7815442561205,17.0,58.3,43.8,0.121
2022,울산북부서,3,1,581,806,1391,35.596842,129.3704988,277.54180001614,울산,220000.0,1035.7815442561205,46.0,58.3,43.8,0.121
2022,세종북부서,1,0,251,344,596,36.6017,127.2611,178.18988800745862,세종,194000.0,834.4086021505376,52.0,35.8,37.2,0.142
2022,세종남부서,4,2,859,568,1433,36.4809113,127.2926157,187.60156382436384,세종,194000.0,834.4086021505376,22.0,35.8,37.2,0.142
2022,경기수원중부서,6,5,1416,1635,3062,37.2979584,126.996391,170.43508690126893,경기,310363.63636363635,1339.4801373222167,62.0,36.5,41.5,0.132
2022,경기수원남부서,6,3,1879,2806,4694,37.2721431,127.054116,161.2313444646951,경기,310363.63636363635,1339.4801373222167,46.0,36.5,41.5,0.132
2022,경기수원서부서,2,0,1408,1897,3307,37.26,126.9558,167.4952593212527,경기,310363.63636363635,1339.4801373222167,47.0,36.5,41.5,0.132
2022,경기안양동안서,2,0,742,1031,1775,37.3911901,126.9486879,320.0965844133364,경기,310363.63636363635,1339.4801373222167,39.0,36.5,41.5,0.132
2022,경기안양만안서,3,3,849,1243,2098,37.3873454,126.9259468,278.16049672059404,경기,310363.63636363635,1339.4801373222167,70.0,36.5,41.5,0.132
2022,경기군포서,2,0,751,1056,1809,37.3605147,126.9359811,258.4668563098092,경기,310363.63636363635,1339.4801373222167,62.0,36.5,41.5,0.132
2022,경기성남수정서,2,6,1134,1443,2585,37.4420705,127.126709,286.7907731431624,경기,310363.63636363635,1339.4801373222167,43.0,36.5,41.5,0.132
2022,경기성남중원서,1,3,876,1345,2225,37.4426625,127.1701713,339.6867085283836,경기,310363.63636363635,1339.4801373222167,137.0,36.5,41.5,0.132
2022,경기분당서,8,4,1042,1435,2489,37.3651397,127.1054401,299.00293441393427,경기,310363.63636363635,1339.4801373222167,47.0,36.5,41.5,0.132
2022,경기부천소사서,1,4,848,1093,1946,37.4806467,126.7724798,102.03934739537998,경기,310363.63636363635,1339.4801373222167,62.0,36.5,41.5,0.132
2022,경기부천원미서,3,7,1993,2756,4759,37.5021403,126.7773256,100.09313159655368,경기,310363.63636363635,1339.4801373222167,16.0,36.5,41.5,0.132
2022,경기부천오정서,3,0,588,872,1463,37.5145039,126.800308,113.06738750042568,경기,310363.63636363635,1339.4801373222167,23.0,36.5,41.5,0.132
2022,경기광명서,4,4,933,1454,2395,37.4742112,126.8678172,150.47717909646116,경기,310363.63636363635,1339.4801373222167,22.0,36.5,41.5,0.132
2022,경기안산단원서,2,8,1642,2291,3943,37.3217659,126.8292412,117.2096870377128,경기,310363.63636363635,1339.4801373222167,21.0,36.5,41.5,0.132
2022,경기안산상록서,9,1,1220,1985,3215,37.3003,126.8467,128.2731683774876,경기,310363.63636363635,1339.4801373222167,19.0,36.5,41.5,0.132
2022,경기시흥서,8,8,1854,2849,4719,37.38,126.8028,99.16138448771288,경기,310363.63636363635,1339.4801373222167,25.0,36.5,41.5,0.132
2022,경기평택서,8,6,2341,3684,6039,36.9946626,127.0910004,82.25932048536914,경기,310363.63636363635,1339.4801373222167,14.0,36.5,41.5,0.132
2022,경기오산서,3,1,874,1287,2165,37.1498,127.0697,125.22033490831038,경기,310363.63636363635,1339.4801373222167,23.0,36.5,41.5,0.132
2022,경기화성서부서,7,2,1242,1955,3206,37.1913216,126.8227771,95.95178112872054,경기,310363.63636363635,1339.4801373222167,44.0,36.5,41.5,0.132
2022,경기용인동부서,9,0,1866,2327,4202,37.2412946,127.1809041,236.6901577809064,경기,310363.63636363635,1339.4801373222167,133.0,36.5,41.5,0.132
2022,경기용인서부서,3,1,867,1156,2027,37.2342,127.0189,122.72703467904834,경기,310363.63636363635,1339.4801373222167,23.0,36.5,41.5,0.132
2022,경기광주서,3,1,982,2163,3149,37.4084013,127.2396448,306.89113869893254,경기,310363.63636363635,1339.4801373222167,89.0,36.5,41.5,0.132
2022,경기과천서,0,0,213,173,386,37.4293426,126.9899759,387.304534534356,경기,310363.63636363635,1339.4801373222167,57.0,36.5,41.5,0.132
2022,경기의왕서,2,2,219,342,565,37.3449,126.9683,286.78029983048106,경기,310363.63636363635,1339.4801373222167,76.0,36.5,41.5,0.132
2022,경기하남서,4,5,788,1048,1845,37.539,127.2142,304.314250692383,경기,310363.63636363635,1339.4801373222167,30.0,36.5,41.5,0.132
2022,경기이천서,5,0,739,1245,1989,37.2719,127.435,165.8869260412873,경기,310363.63636363635,1339.4801373222167,79.0,36.5,41.5,0.132
2022,경기김포서,5,2,1468,2142,3617,37.6153,126.7153,56.67139838640972,경기,310363.63636363635,1339.4801373222167,31.0,36.5,41.5,0.132
2022,경기안성서,5,6,629,1152,1792,37.0003381,127.249115,157.09102799311196,경기,310363.63636363635,1339.4801373222167,24.0,36.5,41.5,0.132
2022,경기여주서,3,1,310,549,863,37.2933926,127.6349185,114.37069702014531,경기,310363.63636363635,1339.4801373222167,51.0,36.5,41.5,0.132
2022,경기양평서,2,3,279,544,828,37.4883054,127.4904171,497.1427784206991,경기,310363.63636363635,1339.4801373222167,40.0,36.5,41.5,0.132
2022,경기화성동탄서,3,2,1289,1946,3240,37.2006,127.0706,116.58139486792304,경기,310363.63636363635,1339.4801373222167,43.0,36.5,41.5,0.132
2022,경기의정부서,6,4,1236,2548,3794,37.7442616,127.0442759,371.2261703334111,경기,310363.63636363635,1339.4801373222167,56.0,36.5,41.5,0.132
2022,경기고양서,5,1,1257,2012,3275,37.6584,126.832,115.89372084546132,경기,310363.63636363635,1339.4801373222167,31.0,36.5,41.5,0.132
2022,경기일산동부서,5,1,842,1292,2140,37.6764,126.7806,52.833191919747634,경기,310363.63636363635,1339.4801373222167,25.0,36.5,41.5,0.132
2022,경기일산서부서,4,2,387,925,1318,37.6764,126.7506,53.8455156054416,경기,310363.63636363635,1339.4801373222167,17.0,36.5,41.5,0.132
2022,경기남양주남부서,4,2,755,1297,2058,37.636,127.2164,338.907706911487,경기,310363.63636363635,1339.4801373222167,70.0,36.5,41.5,0.132
2022,경기남양주북부서,4,4,664,1107,1779,37.7003,127.2033,364.30804091461977,경기,310363.63636363635,1339.4801373222167,71.0,36.5,41.5,0.132
2022,경기파주서,4,3,1214,2236,3457,37.7535393,126.778601,138.420340472076,경기,310363.63636363635,1339.4801373222167,35.0,36.5,41.5,0.132
2022,경기양주서,1,4,425,971,1401,37.840955,127.0543368,288.7996370231672,경기,310363.63636363635,1339.4801373222167,86.0,36.5,41.5,0.132
2022,경기동두천서,2,0,344,598,944,37.9034,127.0604,399.61252508826,경기,310363.63636363635,1339.4801373222167,76.0,36.5,41.5,0.132
2022,경기구리서,2,1,478,752,1233,37.5943,127.1295,170.88405794358425,경기,310363.63636363635,1339.4801373222167,51.0,36.5,41.5,0.132
2022,경기포천서,2,0,418,717,1137,37.8936254,127.2044988,413.3124003913574,경기,310363.63636363635,1339.4801373222167,107.0,36.5,41.5,0.132
2022,경기가평서,2,0,131,358,491,37.8255117,127.5150321,430.2826086783879,경기,310363.63636363635,1339.4801373222167,62.0,36.5,41.5,0.132
2022,경기연천서,1,1,107,171,280,38.0982999,127.0737491,275.3721658554631,경기,310363.63636363635,1339.4801373222167,66.0,36.5,41.5,0.132
2022,강원강릉서,5,2,630,1034,1671,37.7519,128.8761,325.51278863469724,강원,90176.4705882353,91.0981697171381,99.0,31.2,46.5,0.105
2022,강원고성서,1,0,102,166,269,38.3768188,128.4767023,241.8304204224096,강원,90176.4705882353,91.0981697171381,32.0,31.2,46.5,0.105
2022,강원동해서,3,4,217,508,732,37.5249551,129.1165383,235.1080674460493,강원,90176.4705882353,91.0981697171381,32.0,31.2,46.5,0.105
2022,강원삼척서,1,2,221,352,576,37.4462956,129.174107,177.67634446198875,강원,90176.4705882353,91.0981697171381,59.0,31.2,46.5,0.105
2022,강원속초서,2,1,331,735,1069,38.196668,128.5688848,317.8920848573444,강원,90176.4705882353,91.0981697171381,20.0,31.2,46.5,0.105
2022,강원양구서,1,0,37,91,129,38.1055376,127.9910471,520.7953282922014,강원,90176.4705882353,91.0981697171381,201.0,31.2,46.5,0.105
2022,강원영월서,1,0,80,159,240,37.1846143,128.4676,490.95128618068185,강원,90176.4705882353,91.0981697171381,209.0,31.2,46.5,0.105
2022,강원원주서,3,1,1250,1585,2839,37.3481613,127.9579836,452.0949293962359,강원,90176.4705882353,91.0981697171381,134.0,31.2,46.5,0.105
2022,강원인제서,0,2,45,98,145,38.0706646,128.1727969,602.7634362433139,강원,90176.4705882353,91.0981697171381,225.0,31.2,46.5,0.105
2022,강원정선서,2,1,163,182,348,37.3808,128.6608,683.7345933661271,강원,90176.4705882353,91.0981697171381,317.0,31.2,46.5,0.105
2022,강원철원서,1,0,63,108,172,38.1463777,127.3116017,435.7225774229568,강원,90176.4705882353,91.0981697171381,153.0,31.2,46.5,0.105
2022,강원춘천서,4,4,857,1332,2197,37.8702705,127.7236578,404.2182768729438,강원,90176.4705882353,91.0981697171381,81.0,31.2,46.5,0.105
2022,강원태백서,1,0,90,200,291,37.1023747,129.0083793,527.0342780056355,강원,90176.4705882353,91.0981697171381,590.0,31.2,46.5,0.105
2022,강원평창서,0,1,87,187,275,37.369323,128.3893168,494.6363551117315,강원,90176.4705882353,91.0981697171381,305.0,31.2,46.5,0.105
2022,강원홍천서,1,1,214,302,518,37.7071837,127.907886,380.2084367872151,강원,90176.4705882353,91.0981697171381,139.0,31.2,46.5,0.105
2022,강원화천서,0,0,54,72,126,38.1062187,127.7073003,514.2364575840926,강원,90176.4705882353,91.0981697171381,116.0,31.2,46.5,0.105
2022,강원횡성서,0,0,169,157,326,37.4918066,127.9947112,324.58053182182044,강원,90176.4705882353,91.0981697171381,155.0,31.2,46.5,0.105
2022,충북괴산서,1,0,244,253,498,36.8104475,127.7915196,304.3474554099539,충북,132916.66666666666,215.33684352639395,120.0,42.8,44.2,0.115
2022,충북단양서,0,0,55,86,141,36.9855817,128.3650067,603.584852744918,충북,132916.66666666666,215.33684352639395,201.0,42.8,44.2,0.115
2022,충북보은서,1,0,78,103,182,36.4821968,127.7149414,311.37939930879145,충북,132916.66666666666,215.33684352639395,157.0,42.8,44.2,0.115
2022,충북영동서,1,0,95,101,197,36.177972,127.776105,321.764902653577,충북,132916.66666666666,215.33684352639395,126.0,42.8,44.2,0.115
2022,충북옥천서,2,0,109,177,288,36.2987109,127.5683619,380.316216177765,충북,132916.66666666666,215.33684352639395,98.0,42.8,44.2,0.115
2022,충북음성서,1,2,363,555,921,36.9265837,127.6897379,329.4859404575178,충북,132916.66666666666,215.33684352639395,147.0,42.8,44.2,0.115
2022,충북제천서,2,2,384,564,952,37.1341119,128.1982283,332.93457352041435,충북,132916.66666666666,215.33684352639395,246.0,42.8,44.2,0.115
2022,충북진천서,3,3,224,463,693,36.8562802,127.4454003,210.69202905296515,충북,132916.66666666666,215.33684352639395,70.0,42.8,44.2,0.115
2022,충북청주청원서,2,5,1092,1297,2396,36.6511983,127.485539,214.1615390904641,충북,132916.66666666666,215.33684352639395,46.0,42.8,44.2,0.115
2022,충북청주흥덕서,5,6,1417,1664,3092,36.6565007,127.4550551,160.18556957977424,충북,132916.66666666666,215.33684352639395,58.0,42.8,44.2,0.115
2022,충북충주서,3,0,758,896,1657,36.991,127.9259,297.73594155462325,충북,132916.66666666666,215.33684352639395,105.0,42.8,44.2,0.115
2022,충북청주상당서,6,8,928,1073,2015,36.6093854,127.5326389,295.2430615799007,충북,132916.66666666666,215.33684352639395,97.0,42.8,44.2,0.115
2022,충남천안서북서,12,5,1772,1788,3577,36.8577425,127.1367285,141.3811618216701,충남,141333.33333333334,257.7194262095794,45.0,52.4,44.8,0.112
2022,충남천안동남서,4,7,1296,1176,2483,36.7865731,127.1563405,166.73199407927663,충남,141333.33333333334,257.7194262095794,43.0,52.4,44.8,0.112
2022,충남서산서,6,5,520,858,1389,36.7847,126.4503,104.12582007364423,충남,141333.33333333334,257.7194262095794,43.0,52.4,44.8,0.112
2022,충남아산서,9,3,1264,1302,2578,36.7894,127.0017,263.9857098065978,충남,141333.33333333334,257.7194262095794,28.0,52.4,44.8,0.112
2022,충남논산서,2,0,458,535,995,36.1584308,127.0169865,60.506266939459806,충남,141333.33333333334,257.7194262095794,9.0,52.4,44.8,0.112
2022,충남공주서,0,0,332,391,723,36.4467,127.119,241.38593166712528,충남,141333.33333333334,257.7194262095794,38.0,52.4,44.8,0.112
2022,충남보령서,1,1,252,408,662,36.3515392,126.5967112,226.069209599477,충남,141333.33333333334,257.7194262095794,12.0,52.4,44.8,0.112
2022,충남당진서,5,1,407,782,1195,36.8941922,126.6402322,122.17539760249348,충남,141333.33333333334,257.7194262095794,70.0,52.4,44.8,0.112
2022,충남홍성서,0,0,311,314,625,36.5883744,126.6579422,156.0057436661503,충남,141333.33333333334,257.7194262095794,55.0,52.4,44.8,0.112
2022,충남예산서,0,0,242,282,524,36.6804024,126.8472902,182.33387649800767,충남,141333.33333333334,257.7194262095794,38.0,52.4,44.8,0.112
2022,충남부여서,0,0,213,196,409,36.2753229,126.9026589,129.85258633066255,충남,141333.33333333334,257.7194262095794,16.0,52.4,44.8,0.112
2022,충남서천서,0,1,161,221,383,36.0097096,126.6919951,50.41621273055755,충남,141333.33333333334,257.7194262095794,7.0,52.4,44.8,0.112
2022,충남금산서,2,1,126,182,311,36.1037167,127.5036315,292.8149799228066,충남,141333.33333333334,257.7194262095794,167.0,52.4,44.8,0.112
2022,충남청양서,1,1,89,103,194,36.4592,126.8022,272.27044696490657,충남,141333.33333333334,257.7194262095794,115.0,52.4,44.8,0.112
2022,충남태안서,1,0,210,295,506,36.7456,126.2978,143.0898498429628,충남,141333.33333333334,257.7194262095794,47.0,52.4,44.8,0.112
2022,전북고창서,2,0,144,182,328,35.441401,126.6951615,280.0014167938555,전북,117066.66666666669,217.62300161110423,53.0,28.9,46.8,0.106
2022,전북군산서,6,2,876,1153,2037,35.9675,126.7369,57.82544369591093,전북,117066.66666666669,217.62300161110423,26.0,28.9,46.8,0.106
2022,전북김제서,5,2,166,313,486,35.798031,126.8968826,25.49493256128127,전북,117066.66666666669,217.62300161110423,20.0,28.9,46.8,0.106
2022,전북남원서,1,0,232,373,606,35.4141793,127.3728919,337.38012292659084,전북,117066.66666666669,217.62300161110423,110.0,28.9,46.8,0.106
2022,전북무주서,0,0,45,80,125,36.0038834,127.6701917,477.0773214428938,전북,117066.66666666669,217.62300161110423,204.0,28.9,46.8,0.106
2022,전북부안서,1,0,163,188,352,35.7317623,126.7212646,77.95433349920798,전북,117066.66666666669,217.62300161110423,14.0,28.9,46.8,0.106
2022,전북순창서,0,0,47,65,112,35.3772318,127.1366138,282.50515889280484,전북,117066.66666666669,217.62300161110423,95.0,28.9,46.8,0.106
2022,전북완주서,2,1,115,298,416,35.9273449,127.1672517,226.98381795892428,전북,117066.66666666669,217.62300161110423,30.0,28.9,46.8,0.106
2022,전북익산서,4,3,968,1230,2205,35.9538784,126.9398534,47.15417275566401,전북,117066.66666666669,217.62300161110423,15.0,28.9,46.8,0.106
2022,전북임실서,0,0,51,85,136,35.6137978,127.2881258,263.19417640023585,전북,117066.66666666669,217.62300161110423,244.0,28.9,46.8,0.106
2022,전북장수서,0,0,43,55,98,35.6469414,127.5165461,577.136423039217,전북,117066.66666666669,217.62300161110423,416.0,28.9,46.8,0.106
2022,전북전주덕진서,6,2,1162,1205,2375,35.8468,127.1197,140.35659906073406,전북,117066.66666666669,217.62300161110423,40.0,28.9,46.8,0.106
2022,전북전주완산서,3,1,1025,1339,2368,35.8012,127.1081,250.5261880419606,전북,117066.66666666669,217.62300161110423,59.0,28.9,46.8,0.106
2022,전북정읍서,2,0,546,390,938,35.5675486,126.8576,257.0547981094196,전북,117066.66666666669,217.62300161110423,42.0,28.9,46.8,0.106
2022,전북진안서,1,0,46,62,109,35.7914913,127.4259426,326.7753242709963,전북,117066.66666666669,217.62300161110423,297.0,28.9,46.8,0.106
